"displayname","ou","dn","objectguid","syncattrs_hash","dn_hash","whencreated","whenchanged","placeholder"
B474701東山稽徵所主任室,B474701,"OU=B474701,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8a28fbb231734477b70f8a28fbb23173","8d9c46a80619767ed8c643e40819eee3f7a6f6d07fbd76ac2c8be0b17e8884ea","688328117d73241febe10f92665f38c27d8bca6896faeaaecca150f2b353f7ec",2013-03-08 10:19:41,2023-01-13 18:48:59,inner
B011C04審查一科審核員三組(停用),B011C04,"OU=B011C04,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e97d08df63b0b045b17bb3893dd79a1c,d10a58e5b643364c391d6dbe6f6fb9003e8769121af4b4d789d41d4b3d7a8eac,c1116da1a83181da1c7915da25c8bcd10b7e793fa2b7e34caf063a9e0ad56559,2012-02-06 15:32:57,2023-01-15 13:14:38,inner
B011C08審查一科四股(停用),B011C08,"OU=B011C08,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","11e9d0fb48d74c45896385c71d5b37e8","180bcc1d0e4e95a1bcf8617c7260f0cbcda80a02a7ff949b947c1414ff9fc7b1","162cbc422dd2497b497d552b699e008618884b5395a2a57045c3fb500ff19d48",2012-02-06 15:33:01,2023-01-15 13:14:39,inner
B011E03審查三科查緝二股(停用),B011E03,"OU=B011E03,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","097ae03fe3cf454eafb21bdceebae978","9c65fc20549edd651252b5e386e77c10f0ea0042768dfa96a7fca0d33198c82e",b101d28ad6fbc465effd50323e8043fe924b7a62a51f4489d7c66881144c60b6,2012-02-06 15:33:16,2023-01-15 13:20:43,inner
B494900臺中分局,B494900,"OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","30c12b44c4d9c344a7a7dc7c3a663028",d31bfbc610e6821224d2f87cb1345816260b1ec61def4f9623aa1f5690ccf082,"17f0f1d6ae1a9d38c079d359207973743342170a212d269601c07bbdd3158fc1",2012-02-06 15:29:15,2023-01-13 20:33:16,inner
K454500苗栗分局,K454500,"OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","958577bd5a35fa4f8afadaaea1bc23ea","10f6a3aabca247e792109baccd6217d16f576e120d62a6f79759134b8ca80912","182326efc5b9b8abd05c00b8dd6dbcef04f08815111b00eec8905f6dbdff0b57",2012-02-06 15:31:13,2023-01-13 20:33:18,inner
L535307東勢稽徵所第一股,L535307,"OU=L535307,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9ee1efb4e0194c21930e9ee1efb4e019",cc14cbdf929b8453d7f4175a8c7d8c8d533ad1ffa1efc09c1d0333a0647eae6f,a11d8b2dd1d4f201d24a311f6b3023b45dcd276ce19c1c24fec3535afde007c0,2013-03-08 10:04:05,2019-11-14 16:33:13,inner
BELN001財政部國際財政司,BELN001,"OU=BELN001,OU=BELN0,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",b70e89e867a34576af81b70e89e867a3,"3ff6c90f90ba8130b3953ae18e5f176c60d03332d8ae2f528f446bc78d5243e7",c85ed737c6670bcc9c8b31f114eb23f32c8a111d7748cd8f5cff07321ecc4667,2013-04-10 14:20:16,2019-11-14 16:39:36,inner
BELN1財稅資料中心,BELN1,"OU=BELN1,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",b4e8328ae1a5436caddeb4e8328ae1a5,e24a4125ba0d693b7187ce14ee4cb4d8631f251f0b21066bb1299746e0c6bdee,"7cd907487a791c7b72a37a833a4909648937c7ae8161cde1508279449464815f",2012-11-29 09:52:47,2019-11-14 16:39:43,inner
BELN002財政部綜合規劃司,BELN002,"OU=BELN002,OU=BELN0,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",d1983492cb0b43a68808d1983492cb0b,"17a8b037051a58779317307f741e46aca47c5309d650c5a47cfefbefe3b555e5",d7a4c911052fc4555689acf5935f9a9b369958d47bd85cf3f803eab782f022c6,2015-11-27 15:33:47,2019-11-14 16:39:43,inner
BELN104財稅資料中心第四組,BELN104,"OU=BELN104,OU=BELN1,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","33a5ec1ff4b84330833533a5ec1ff4b8","83e0d75be4ca63634741882997fc004f29b03d01e1289f01c3807295478f8f55",b18159077e6fff3195f8c89dedaa664ff2cada436956b5f4f03a76aad7d76e62,2012-11-29 10:07:19,2019-11-14 16:39:43,inner
B535310東勢稽徵所第四股(停用),B535310,"OU=B535310,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","0e893d41fde64e6cbb3b0e893d41fde6","20f3091169d0e9d547d52d783e081103e695c0fb91c4452b0314fcff2d801ba0",a2653c51f89e1263648de3e6e76b1a1a8b9337c4662c5a9ff2b5be70667053bc,2013-03-08 10:21:36,2023-01-13 18:49:32,inner
B585801大智稽徵所主任室,B585801,"OU=B585801,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","1a52023e217b451f92011a52023e217b",e9772911a3d1543471fed0018da13cfb15d018d331aaa1edc4d337c0f1f47979,fa0f236daf8f32c12761230f45c7e6d96932fdf36e2fcce615b67a2d6c48e10e,2013-03-08 10:23:18,2023-01-13 18:49:33,inner
B011F09綜合規劃科審核員組(停用),B011F09,"OU=B011F09,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",bcdc139e27d75b45bdfbf6a87de6a535,"082f50f578e50bd567af2600e14a6ec445e770af1816cfb41e32d1740f7a4dcc",db087bdc35930168a0c0e1c4675252c6c9d9764b4d3a4b7efcbb9b649fe1b0c7,2012-02-06 15:33:27,2023-01-15 13:21:24,inner
B011Q05稅務資訊科資整及管制股(停用),B011Q05,"OU=B011Q05,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","70b0f4da7103794cbdab6b19c89e57cc","7445a76caf4a8d462b9fca03e10900735fc990a7f5063a6b8e6813fd05314ac6","70533a5cd4e073df3ef44b56797ba57598db9303f89ca66a80efe8dbc0ec8d1a",2012-02-06 15:34:17,2023-01-15 13:21:38,inner
B585802大智稽徵所審核員,B585802,"OU=B585802,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","10bfddd2b1eb46549f4910bfddd2b1eb",ed0163b960b68c0f0d4d0d5434aa9a7354f4e13627f58c2493db2693fac7f742,"431bf57740b2712eb70b0ed6412ca54dde0d18b6428827dd83c994c7d1e797c7",2013-03-08 10:23:29,2024-06-20 11:16:49,inner
M606006埔里稽徵所資料股(停用),M606006,"OU=M606006,OU=M606000,OU=M60,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","15cd5897d97f4130846415cd5897d97f","366f189a2dc55ca5552561e5b94b94dd3a957e8f852d4908618296b58ef9522e",ff598b10cd1d9797ce3dd4534c78551dc4a336c0974c023886bf3937be7c7cda,2013-03-08 10:09:20,2023-01-13 18:49:54,inner
L535310東勢稽徵所第四股,L535310,"OU=L535310,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","1c70ec3aaa0b46c485381c70ec3aaa0b","52bc3a2b36e1fbab0c544b7a05be17a86f8f281956b9f696b22e50a112e7edd1","58d731206e6d35290bfe340342263d5117a4c4c01bd5da66e298a6f6cbbd31d9",2013-03-08 10:04:50,2019-11-14 16:33:14,inner
L502G00臺中縣分局資料課(停用),L502G00,"OU=L502G00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","46b9db895b034185a49c46b9db895b03","904ac5a5718ba1d91bd09acf0c252f9e0feae1a325a20db3d95c2fb16f30e93c","476b277c9181a15591deddb707e8b9eade37d243b9d27d859dcae111372f19ce",2013-03-08 10:18:43,2019-11-14 16:34:29,inner
L502J00臺中縣分局第四課,L502J00,"OU=L502J00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","36500a74b9d24ab9b75b36500a74b9d2","5fa5629288b59c778e1232223d5c8899477260eb602da13245c9c5348398c7e2","1f516c5959fc3ae1424d6aab5013f6fbde3c6c210b9b63d2b02bb88aef8659e2",2013-03-08 10:11:35,2019-11-14 16:34:29,inner
BELN2賦稅署,BELN2,"OU=BELN2,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7b01a8c19c7a4698a7507b01a8c19c7a",ed39ead6a61e7d55803c7e8c4540fb0835c4224909ca76ae325a0dc516d7dfee,d4b70702b770fd65257c514f5ae01e7bc1e3189bb565d745b38192733e28eccf,2013-01-28 09:34:13,2019-11-14 16:39:44,inner
BELN201賦稅署所得稅組,BELN201,"OU=BELN201,OU=BELN2,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","2500c37763cd4a0098192500c37763cd","2ef22d073ab4d7e816eadbd42cde36229a67c450475dccde6bc0dbe36a8e43ab",b1fecd556269f0d44f1d023b28de01db7d1dc4c6ac60a12748d83f2c0ed161d5,2013-01-28 09:34:18,2019-11-14 16:39:44,inner
BELN202賦稅署消費稅組,BELN202,"OU=BELN202,OU=BELN2,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",eeed4f3614c14ec4a696eeed4f3614c1,"38b1ae8fb96c40a9f622f124394644b0062953926043635d5bde6c055ad10520",a915f81412e47b9a34fa9a4e4159ff8111de5102b4f9deaa67ed95e754f40386,2013-01-28 09:34:23,2019-11-14 16:39:51,inner
B585803大智稽徵所服務股(停用),B585803,"OU=B585803,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","2212087568be4f7098ea2212087568be","9f0e45167bed74934e1ec66f607322d7fc5bc9be9bebb309fd15952562c776f2",fecef78f0d3fe565af43008a301e2b5133b005ecc3ae0d135cb3d436eadb99eb,2013-03-08 10:23:35,2023-01-13 18:49:35,inner
B585804大智稽徵所審查股(停用),B585804,"OU=B585804,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9e5154b53cdd421792429e5154b53cdd","7ae46391c575e24036928ddc086fbc5f80aa8afc451414ffef1e6ea6e14d8a4e",ba9435a6773a03b3c94603b30650b6c852e693b93a0893490e6de7f9671908e2,2013-03-08 10:23:42,2023-01-13 18:49:35,inner
B585805大智稽徵所徵收股(停用),B585805,"OU=B585805,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","87c1e755cb434532943887c1e755cb43","24305038f8577c0e1fef06013a6c83418a53d91204b9cde48d3ad11025d0aadb",dd627ca8c7eed0447b6db5dff9ede4570cb59c27387a8a3f30c671dd2025a3fb,2013-03-08 10:23:46,2023-01-13 18:49:36,inner
B585806大智稽徵所資料股(停用),B585806,"OU=B585806,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f761a90c39e8473d9b60f761a90c39e8,"1afb922d3f41a4b3762c14b8800b2b75e0bbd314753e6479af16d22eb861e9c9",dd2a7a2c599fb56cdf8887c35e5358d3b467a85c1c19eb8db8d8af17916f0144,2013-03-08 10:23:53,2023-01-13 18:49:37,inner
M606005埔里稽徵所徵收股(停用),M606005,"OU=M606005,OU=M606000,OU=M60,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","39dffb19f5604e63b66739dffb19f560",c9318c62ca44bd90b0a78082a68764f2563975a160f4ab543ec62aa8e7c92cd9,bc359d1b8decaee223282b1fc3a7ce359b9b6735ee26a656a812330d6cfbb005,2013-03-08 10:09:10,2023-01-13 18:49:53,inner
L535309東勢稽徵所第三股,L535309,"OU=L535309,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","480ed0b8c4e244efaeeb480ed0b8c4e2","691436babbb44323c8200639cc543ba4d075c1682fab7eea7350f18aa1fd7752","7490821f8353e3eba4a6f710bf085f44526d5a01d3620aafba597c9ed1f2ffa4",2013-03-08 10:04:16,2019-11-14 16:33:14,inner
L502C00臺中縣分局審查課(停用),L502C00,"OU=L502C00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a591edb60fa14c6fafdca591edb60fa1,"7f48e8bbe9d76619b146b58a4e651cbb5c8d961ae0b7c124759d37884ee6617d","6e366e70995c0452c6ebcec74e9f72ce6e7f0509b3651c308765a3972a06e695",2013-03-08 10:08:24,2019-11-14 16:34:27,inner
L502B00臺中縣分局服務課(停用),L502B00,"OU=L502B00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ad1d3fba9a4549e59ad7ad1d3fba9a45,"6f9db8a28e4adc9abe13be78afa38729522031c780b3ea87313bf4609608f2a3",e8c223026f59b060954b98ef47ec7c27a4cf6d713b6917b25eb2fdcf90c12365,2013-03-08 10:11:22,2019-11-14 16:34:27,inner
L502B06臺中縣分局服務課(停用),L502B06,"OU=L502B06,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f595363cdb8740dfab91f595363cdb87,"9e504a7b1a2abc06564f19aa22f84e49b69e7156899b1aacbb379dd7993f5cde","9075c34e9a8133b143dc11aabb87dcfc63415967a3e4e9dd6c0673cc9351abe6",2013-03-08 10:11:29,2019-11-14 16:34:27,inner
B011C10審查一科六股(停用),B011C10,"OU=B011C10,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",cac309f6fd3f8c4e85b9f5d93eaeeaf4,"5b8b8955a7255dae0e36e5e98cc4c37fe124ad18ca27b8eefe50fe553ef46b3b","62d12e6240c4303f493d3e8c88ef9b68febb84cc558ad9382f5d41edf8fe2c5b",2012-02-06 15:33:03,2023-01-13 18:46:01,inner
B011C13營所稅組審查五股,B011C13,"OU=B011C13,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","4c433901e0954a8a87cf4c433901e095","902a71567c21f61663196eca2227b60d9982ca21a8db2218f154ad6b578c0922","09c267114ea6216b3df7dea0c066e8e428447c8637f4f4664f45a4cd24d2c2c9",2023-01-01 13:25:35,2023-01-13 18:46:02,inner
B011D01徵收科徵退股,B011D01,"OU=B011D01,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","92dab30ba7d83c43bd4a08b552a62774","6b36cc1be998141c9e8a90a8eb2a4a25391dbe64df4a880c6273bbcb92e6d187",eccb4b47d6bf6cdad472bace227a14237368ec692802881a8c8b02844f44145f,2012-02-06 15:33:06,2023-01-13 18:46:04,inner
B011D02徵收科劃退股(停用),B011D02,"OU=B011D02,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","09752f1d07ebd84791b374497c5e2133",f1d802bee3f2296f7251ba562dc15d47e4248b9d6bba73455be4dea8d9af73ef,cfabaca3aae7720edbcc81ad1a5514e540744a397ce9332a9ffc859010fe8b62,2012-02-06 15:33:07,2023-01-13 18:46:05,inner
B011E05審查三科貨物稅及證交稅股(停用),B011E05,"OU=B011E05,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f91e641115f0e14991132eefb1c54800,cb526475cb09e1c018dabcf97494d4dadc8f9e46ff010cad2c12025ef4ecfafc,"7e0f462ecef18117e6d6ac3568b5ffb786108ab7cda04d6f0f06be63cd7a7aea",2012-02-06 15:33:19,2023-01-13 18:46:10,inner
B011E06銷售稅組營業稅一股,B011E06,"OU=B011E06,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",df77381abe42440cbe6edf77381abe42,"706952a7e13a2b3c65531c8909075c2a849ddcdcf9090f2724ea133162ff5bb9",cd94c2b88bc1621d1ec23cb3bdb86bfe943b416c181d222faf98628e583da77c,2023-01-01 13:26:31,2023-01-13 18:46:11,inner
B011E07銷售稅組營業稅二股,B011E07,"OU=B011E07,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f05cdb58eed54a61a5dff05cdb58eed5,"03290efd186990fb478b6cfe920e4e604ad9fdcfb65473682bdb71b6886918d5","4c53c27cc46ae3f79844891328fbff2c4b6403f28bd7f9a93cd7f673b6bb02e4",2023-01-01 13:27:01,2023-01-13 18:46:12,inner
B011F03稽核科稽核一股(停用),B011F03,"OU=B011F03,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ddbfdfa35a041a4d9e6cdda4f3de0b67,ad0f51649191e5f94c51978c55b79060fb8657cbf8ed4296aacd17b823b27534,eedbae4477878fabaa7f4c02b91b7cd7aca9369e777e633f91e2658d1858bd90,2012-02-06 15:33:22,2023-01-13 18:46:13,inner
M59財政部中區國稅局南投分局,M59,"OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",dacff21b0eb45644a30b46b52997a348,"67f38bebfc2a80ac9d49af852860e834e04ef42f1d9ad61d490140333eba778c",ea3a1c1671371e5c000f156801855b126014b357b980e6b4b3ac8c1206cabea7,2012-02-06 15:28:23,2023-01-13 20:32:40,inner
P63財政部中區國稅局雲林分局,P63,"OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c634f283ea842c4d9a66cd1a2b4b6c04,"5d0a7860fc2786aaa66de93811aeaeda924e3df4a8aec0519fa34704eb67d8a3","0bd09af2fddaeb68d65206c9eeb3dd8ae3323370164c3a022577de0a7ca17cb5",2012-02-06 15:28:29,2023-01-13 20:32:41,inner
B47財政部中區國稅局東山稽徵所,B47,"OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","929d4f6b397010448459659300048476","66684651a67ea1900b727268cdfcf8e067abff74fd36f3bb3568cc9228e7642f","6c1c16d4fccb8af3b93b5090077993106083c04b754c4d26e7330c69423f2d41",2012-02-06 15:28:09,2023-01-13 20:32:43,inner
B48財政部中區國稅局民權稽徵所,B48,"OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",aca7744718100e40b42f1206c76e68a5,"10c62fb074ea2efce20b56c050c8672000d98642dc8ddeaa28f66b5b1cd081bc","18278079b3779972289d6c35c4ed479a4326d18caa34f723ad6b9f414d85646c",2012-02-06 15:28:10,2023-01-13 20:32:43,inner
L502A00臺中縣分局分局長室,L502A00,"OU=L502A00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","637c2b0e400b43ba8497637c2b0e400b","5c24858289320a95baee163e6456f4b3e98790f175f168f81bb32443f3b7d391","3333d646064dc4090cb25029eb7085b8f251f430884dc08dd30ff5ebc25c9a9b",2013-03-08 10:14:16,2019-11-14 16:34:27,inner
B011E02銷售稅組查緝股,B011E02,"OU=B011E02,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","6bea0074cfdb4940b21903be4ff115b1","578f40ac6a606b49b13238c5b9607ff1c2d037b8e63ca9e4c4dd5d566828b010","0c7e7618d839ea0c1bcc8bbbb0099ae42bb0d3ea662ccb541c05b7793d4d54b4",2012-02-06 15:33:15,2023-01-13 18:46:08,inner
B011H06法務科違章二股(停用),B011H06,"OU=B011H06,OU=B011H00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","89c7f63efa38fe41a4d49ec6d9955fb9",a89b1e31d74f76515df96c0f411c16189d9c8e6fccefea4b194c3bc2782d4ec5,"9e990bc4c8b9c6cda76c72bf85414c010345649a7937cf38cd3d7b2db3f644ba",2012-02-06 15:33:37,2023-01-13 18:46:30,inner
B011H08法務科審核員組(停用),B011H08,"OU=B011H08,OU=B011H00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","15a343b49a5f8a44950c328f358f88cd",c8a2e8e071c12aa227817a29913e1e7566fc4c6a80bfec6fdde2a206688a038c,"4b981f727ad0b62aa10ceb400dec1455a5c2fbcbefde3b9d5bf7bd734587078e",2012-02-06 15:33:38,2023-01-13 18:46:31,inner
B011I01稅政發展科稅政規劃股(停用),B011I01,"OU=B011I01,OU=B011I00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3e76b8b66f0de94a8d8fcea004ac04fc","2c859015228a7547b22275df0d1f660b718399b33d86e831b9fe0ac869b0784c",a263a1affa87feec61b6010763535415705a207a0aee6992488698cc20fd6ea3,2012-02-06 15:33:40,2023-01-13 18:46:32,inner
B011I02稅政發展科稅務管考股(停用),B011I02,"OU=B011I02,OU=B011I00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a302810b8a7cc04a9cb7629bce1da152,"5286370b13e3e912c61af4f96a940625d2d6c52b7bd48089b712ab6837b9df2c",b5d92f58b9635c89a65efec36f47c7dbc3e4c5a6323a91e1d9cc7de86f746574,2012-02-06 15:33:41,2023-01-13 18:46:33,inner
B011J02企劃科規劃設計股(停用),B011J02,"OU=B011J02,OU=B011J00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",adb69c709dc6fb498cb6623cbe68dfb2,"464b082785160cfa292a6f26a40a0d2f5c71748190a0e38d70d58decdb72fa45",b79113cf296bfd6edda2dd2c86ecd088a07b2275a844e75994266159607e384e,2012-02-06 15:33:45,2023-01-13 18:46:34,inner
B011J01企劃科管制考核股(停用),B011J01,"OU=B011J01,OU=B011J00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8c7b23fd5756da478d003f63e76dfbbf","15abdcead25c40f1051d18c5e20b328d4efb33ca0c1e99b464cff5b74ebcaf83",d030d8522c22681839e660eae3a7526dd11731c801ac087d0052726fa15fd215,2012-02-06 15:33:44,2023-01-13 18:46:34,inner
L502E00臺中縣分局第一課,L502E00,"OU=L502E00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","6a8f1e2b88ad4bb4a42f6a8f1e2b88ad",c6d14b5e305d2e057deab2f573ca0129fdccb282a9a92b526cbfaa91267a1481,"372f6c8d2025c44ae1744c4e93105481f5291bbca4e133e144d57e7ccac34b8f",2013-03-08 10:25:12,2019-11-14 16:34:28,inner
L502C07臺中縣分局審查課(停用),L502C07,"OU=L502C07,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",b56e540ab9494a218353b56e540ab949,"3355a5d3eb1712cede0c11eb4151d7a9c26ad6496c44295bae11f5bf55f3b128","2ac96419f98d1ed91a8c6cb2337cae7bb64037964eddcb63513b3f2301486cf8",2013-03-08 10:08:34,2019-11-14 16:34:28,inner
L502F00臺中縣分局第二課,L502F00,"OU=L502F00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",baa63afd894046a69928baa63afd8940,"31d0f70514288e0139bc60f2af2ee1ea24e8bc79c9f7073419346c9e2bae97d3","7b81f81122b0596ba780caceba4b4adbd1739b66c06b94b2eb4755e1d54f0b3d",2013-03-08 10:22:23,2019-11-14 16:34:28,inner
L502D00臺中縣分局徵收課(停用),L502D00,"OU=L502D00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e1d8c328be01459c9891e1d8c328be01,"8ab83f13fecb35dc2181bb71cbbb7871a5433faf3325cd03aaf40874c221e5be","93d8afac260084f8ffaef7105640e82522ea158673967598846b76e0cda7f897",2013-03-08 10:05:25,2019-11-14 16:34:28,inner
B011F04稽核科稽核二股(停用),B011F04,"OU=B011F04,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","657f6d928d33744d8f8fab0ca55b9d01","1aa5363c3219dd50e1f32a480f05d1112345000b3692f01f236dd869a5fd60bc","76867a53ef0198fe7b317a8bc2ca3a7be78755f7c544d7a0387a6b0e32804ed4",2012-02-06 15:33:23,2023-01-13 18:46:14,inner
B011F06綜合行政組規劃設計股,B011F06,"OU=B011F06,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",dfb74f2d51d9c34798226d125a0f295d,"800521d69c601ecff676145763bcf42869dcc1c44bef26445f8299dc5bef4c83","7b6e93b63527d3a825c0007045f23261078cc41a161be187cc1b9747a4f69f5d",2012-02-06 15:33:25,2023-01-13 18:46:15,inner
B011F05稽核科稽核股(停用),B011F05,"OU=B011F05,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","1139da3f6365b94ca3cc4ddfbb80dd56",d465ae3bb938527e2ab8e026cce09d35e9aeb5a362c1ad8c379d876a58f8d933,"4b3aa79e63267bc6e2fb99440f142c029b10787ea654f61da6355c318a6498c1",2012-02-06 15:33:24,2023-01-13 18:46:15,inner
B011F07綜合行政組管考及覆核股,B011F07,"OU=B011F07,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7dd4921d4171a045b0325bac7d946f29",ab630309cdc9fa198fa8686aad0f1044dfd93796c531d23a09dc2a52a64df87b,"1cdd13ce04a55189e5559395555264cca854b3233a58736042fa2539a584fa8a",2012-02-06 15:33:26,2023-01-13 18:46:16,inner
L502J13臺中縣分局第四課,L502J13,"OU=L502J13,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",cb3b3637abff487d8750cb3b3637abff,cc74567cc6834ed09b4970167829f7993151b60cf50c3f773ae9eba9af870699,"6e764ba00cf0c8d4f17100d99b151b72176ed9c70a236cd189826591b2fb9d33",2013-03-08 10:13:33,2019-11-14 16:34:29,inner
L502H00臺中縣分局第三課,L502H00,"OU=L502H00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f3f694452aa14b61a6bdf3f694452aa1,efb5b9112107a3433beafe63666ffbe4db25bccb90fa5127e25bc8fb6911433c,"557d5ea57b5bccb11ed6dd297921af1d58f5e3bac8871ee74253c73fb1795368",2013-03-08 10:16:36,2019-11-14 16:34:29,inner
L502G08臺中縣分局資料課(停用),L502G08,"OU=L502G08,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",b0d4a58c1f1741d2b8c6b0d4a58c1f17,"582e74958a30faf3ecf8ee52d5f9beabfb26b2ae0de65685efb48f634cef4b28","4fd04b477b752577541b7a76db09ba201a159f67a804c1f0c95a76bd32f28257",2013-03-08 10:19:20,2019-11-14 16:34:29,inner
B011F10綜合行政組服務股,B011F10,"OU=B011F10,OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","40bedaf83e2241e39adf40bedaf83e22","948d81756d358e0efc04d71a06e2f83e3dd43cdfb411393caa521da2328e9ab2","90f839159e2e0b2beb956a0673214018509da2483d9db193aef5989dc7c03f51",2023-01-01 13:28:32,2023-01-13 18:46:17,inner
B011M02人事室考核培訓股,B011M02,"OU=B011M02,OU=B011M00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","80b5102be10b6a4da4c6e8e1dd0a321a","7d53d27ab6973c78430eff4f90e3726483413360ba459d4e4f42c0360e54121e","8e567a62a67ea65e9071df93c7fb85d851a570ee78afe4a99a1b4529e9700367",2012-02-06 15:34:00,2023-01-13 18:46:42,inner
